date,PRECTOT,PS,QV2M,T2M,T2MDEW,T2MWET,T2M_MAX,T2M_MIN,T2M_RANGE,TS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,lat,lon,elevation,slope1,slope2,slope3,slope4,slope5,slope6,slope7,slope8,aspectN,aspectE,aspectS,aspectW,aspectUnknown,WAT_LAND,NVG_LAND,URB_LAND,GRS_LAND,FOR_LAND,CULTRF_LAND,CULTIR_LAND,CULT_LAND,SQ1,SQ2,SQ3,SQ4,SQ5,SQ6,SQ7,class
10/07/2001,2.21,99.54,16.66,28.62,21.9,21.9,35.72,22.55,13.17,28.56,1.47,2.02,1.02,1.0,3.38,4.07,1.91,2.16,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,0
17/07/2001,0.0,100.32,12.35,26.46,17.24,17.24,33.83,18.85,14.98,26.02,1.25,1.44,0.9,0.54,2.64,4.59,1.56,3.03,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,0
24/07/2001,0.99,99.71,14.42,28.42,19.61,19.61,36.39,20.21,16.18,28.29,1.15,1.77,0.53,1.24,2.69,5.1,0.9,4.19,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,0
31/07/2001,6.23,100.34,17.04,28.61,22.42,22.42,35.39,23.36,12.03,28.62,1.34,2.13,0.67,1.46,3.07,4.04,1.69,2.34,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,0
14/08/2001,0.21,99.87,14.0,25.97,19.04,19.04,33.33,20.14,13.18,25.97,1.81,2.46,1.03,1.43,4.28,6.0,2.51,3.48,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,0
28/08/2001,1.24,100.03,14.69,26.27,19.94,19.94,32.85,21.27,11.57,26.24,0.94,1.24,0.6,0.64,2.16,4.07,1.07,3.0,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,0
04/09/2001,6.6,99.83,16.77,26.0,22.08,22.08,31.85,20.99,10.85,25.96,1.07,1.29,0.79,0.5,2.67,4.11,1.6,2.51,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,0
11/09/2001,1.21,100.27,14.28,23.73,19.39,19.39,31.46,16.65,14.82,23.76,1.71,2.08,1.32,0.75,3.77,5.75,2.0,3.75,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,0
18/09/2001,3.06,100.05,13.74,22.95,18.82,18.82,29.68,16.74,12.94,22.72,1.27,1.95,0.56,1.4,2.76,5.4,0.92,4.47,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,0
25/09/2001,0.0,100.32,6.11,13.12,6.62,6.63,19.76,8.19,11.57,13.12,2.17,3.02,1.47,1.55,4.77,5.7,3.31,2.4,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,0
23/10/2001,0.0,99.53,11.29,19.83,15.68,15.68,27.47,13.67,13.79,19.66,1.77,2.28,1.02,1.26,4.27,5.8,1.6,4.2,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,0
13/11/2001,0.0,101.08,5.11,12.93,4.04,4.06,21.33,8.13,13.2,12.73,2.04,2.87,1.27,1.59,4.72,6.06,2.78,3.29,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,0
04/12/2001,1.45,101.0,6.78,11.9,8.22,8.22,20.3,6.38,13.92,11.72,1.69,2.45,1.06,1.39,4.29,6.25,1.94,4.32,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,0
18/12/2001,0.01,99.93,5.8,10.38,5.83,5.84,15.62,6.36,9.25,9.23,1.45,1.86,0.73,1.13,2.75,4.35,1.49,2.86,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,0
22/01/2002,10.39,100.7,5.8,8.43,5.44,5.45,16.17,0.79,15.38,8.46,2.25,2.8,1.55,1.25,4.85,6.21,2.47,3.74,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,0
29/01/2002,0.23,100.42,11.14,17.03,15.65,15.65,23.76,11.95,11.81,17.02,1.92,2.52,1.44,1.08,4.61,5.83,2.64,3.19,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,0
19/03/2002,2.19,100.06,12.1,19.49,16.93,16.93,25.36,14.09,11.27,19.5,2.16,3.09,1.45,1.64,4.93,6.5,2.65,3.85,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,1
26/03/2002,6.08,100.2,8.77,13.81,11.19,11.19,18.3,5.99,12.31,13.76,2.72,3.71,1.88,1.83,5.18,6.15,3.65,2.5,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,1
02/04/2002,0.0,99.85,9.38,16.92,12.71,12.71,24.99,8.46,16.54,16.95,2.04,2.69,1.49,1.2,5.04,6.85,2.38,4.47,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,0
09/04/2002,3.65,100.51,11.55,19.07,16.28,16.28,23.63,15.29,8.34,18.91,1.77,3.35,0.62,2.73,3.71,6.87,1.39,5.48,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,0
16/04/2002,0.0,100.49,13.26,22.09,18.45,18.45,28.56,16.46,12.1,22.06,1.68,2.27,1.2,1.08,3.98,4.99,2.64,2.34,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,0
23/04/2002,0.0,100.37,7.9,18.44,10.4,10.4,25.9,9.84,16.06,17.67,1.39,2.04,0.32,1.73,2.79,4.53,0.45,4.08,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,1
07/05/2002,0.01,100.32,15.34,25.17,20.74,20.74,30.98,19.99,10.99,25.0,1.77,2.38,0.91,1.47,4.03,6.18,1.86,4.32,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,1
14/05/2002,0.0,100.44,7.35,15.66,9.26,9.27,23.21,7.54,15.68,15.6,1.97,2.73,1.27,1.46,4.16,5.72,2.45,3.27,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,1
21/05/2002,0.0,100.82,6.37,14.27,7.34,7.35,21.18,7.77,13.4,14.29,1.97,2.52,1.56,0.95,4.44,6.05,2.49,3.56,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,1
28/05/2002,2.57,99.94,11.7,24.14,16.36,16.36,31.09,16.89,14.2,23.71,1.7,2.23,1.23,1.0,3.69,5.62,1.98,3.64,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,1
04/06/2002,6.58,99.92,15.77,28.19,21.02,21.03,34.02,23.2,10.82,27.51,1.37,2.14,0.36,1.78,2.91,5.59,0.69,4.91,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,1
11/06/2002,0.0,100.02,10.88,26.36,15.2,15.2,34.41,17.65,16.75,25.38,1.19,1.98,0.58,1.41,2.47,5.05,1.04,4.01,38.443489,-84.332796,242,0.0219,0.2097,0.5104,0.2282,0.0246,0.0052,0.0,0.0,0.1937,0.1782,0.1896,0.2069,0.2316,0.0,0,0.629499972,2.600484371,14.89277267,80.65272522,1.224514961,81.87724304,1,1,1,1,1,1,1,1
